forecast_id,feature_timestamp,forecast_timestamp,horizon_seconds,sensor,model,current_value,predicted_value,change_from_current,status,severity,alert_type,reason,model_reliability,created_at
539,2026-06-08 00:03:15,2026-06-08 00:04:15,60,temperature,Persistence,45.49663592,45.49663592,0.0,NORMAL,INFO,NONE,Predicted temperature 45.50 °C is below warning threshold.,HIGH,2026-09-11 11:16:31.248074
540,2026-06-08 00:03:17,2026-06-08 00:04:17,60,vib_x_rms,XGBoost,0.096008,0.1058198437094688,0.0098118437094688,WARNING,MEDIUM,ELEVATED_VIBRATION,Predicted vibration 0.1058 exceeds warning threshold 0.10.,MODERATE,2026-09-11 11:16:31.248408
541,2026-06-08 00:03:17,2026-06-08 00:04:17,60,vib_y_rms,XGBoost,0.143888,0.1349056959152221,-0.0089823040847778,WARNING,MEDIUM,ELEVATED_VIBRATION,Predicted vibration 0.1349 exceeds warning threshold 0.10.,MODERATE,2026-09-11 11:16:31.248696
542,2026-06-08 00:03:17,2026-06-08 00:04:17,60,vib_z_rms,XGBoost,0.065539,0.0605505853891372,-0.0049884146108627,NORMAL,INFO,NONE,Predicted vibration 0.0606 is below warning threshold.,MODERATE,2026-09-11 11:16:31.248926
543,2026-06-08 00:03:17,2026-06-08 00:04:17,60,mag_x,Ridge,210.462,232.2533997244775,21.791399724477515,LOW_CONFIDENCE,INFO,MODEL_RELIABILITY_WARNING,Magnetic forecasting model has low predictive reliability based on walk-forward evaluation.,LOW,2026-09-11 11:16:31.249224
544,2026-06-08 00:03:17,2026-06-08 00:04:17,60,mag_y,Ridge,445.55,243.45611198420377,-202.09388801579624,LOW_CONFIDENCE,INFO,MODEL_RELIABILITY_WARNING,Magnetic forecasting model has low predictive reliability based on walk-forward evaluation.,LOW,2026-09-11 11:16:31.249491
545,2026-06-08 00:03:17,2026-06-08 00:04:17,60,mag_z,Ridge,301.98,234.05488460134112,-67.9251153986589,LOW_CONFIDENCE,INFO,MODEL_RELIABILITY_WARNING,Magnetic forecasting model has low predictive reliability based on walk-forward evaluation.,LOW,2026-09-11 11:16:31.249707
546,2026-06-08 00:03:17,2026-06-08 00:04:17,60,temperature,Persistence,45.49730874,45.49730874,0.0,NORMAL,INFO,NONE,Predicted temperature 45.50 °C is below warning threshold.,HIGH,2026-09-11 11:16:31.249953
547,2026-06-08 00:03:18,2026-06-08 00:04:18,60,vib_x_rms,XGBoost,0.100962,0.1080465242266655,0.0070845242266655,WARNING,MEDIUM,ELEVATED_VIBRATION,Predicted vibration 0.1080 exceeds warning threshold 0.10.,MODERATE,2026-09-11 11:16:31.250235
548,2026-06-08 00:03:18,2026-06-08 00:04:18,60,vib_y_rms,XGBoost,0.130158,0.1420163512229919,0.0118583512229919,WARNING,MEDIUM,ELEVATED_VIBRATION,Predicted vibration 0.1420 exceeds warning threshold 0.10.,MODERATE,2026-09-11 11:16:31.250530
549,2026-06-08 00:03:18,2026-06-08 00:04:18,60,vib_z_rms,XGBoost,0.06159,0.0592838637530803,-0.0023061362469196,NORMAL,INFO,NONE,Predicted vibration 0.0593 is below warning threshold.,MODERATE,2026-09-11 11:16:31.250811
550,2026-06-08 00:03:18,2026-06-08 00:04:18,60,mag_x,Ridge,400.204,226.67250627405417,-173.53149372594584,LOW_CONFIDENCE,INFO,MODEL_RELIABILITY_WARNING,Magnetic forecasting model has low predictive reliability based on walk-forward evaluation.,LOW,2026-09-11 11:16:31.251105
551,2026-06-08 00:03:18,2026-06-08 00:04:18,60,mag_y,Ridge,164.22,238.67158667820007,74.45158667820007,LOW_CONFIDENCE,INFO,MODEL_RELIABILITY_WARNING,Magnetic forecasting model has low predictive reliability based on walk-forward evaluation.,LOW,2026-09-11 11:16:31.251409
552,2026-06-08 00:03:18,2026-06-08 00:04:18,60,mag_z,Ridge,245.924,233.79608844183656,-12.127911558163447,LOW_CONFIDENCE,INFO,MODEL_RELIABILITY_WARNING,Magnetic forecasting model has low predictive reliability based on walk-forward evaluation.,LOW,2026-09-11 11:16:31.251676
553,2026-06-08 00:03:18,2026-06-08 00:04:18,60,temperature,Persistence,45.49784699,45.49784699,0.0,NORMAL,INFO,NONE,Predicted temperature 45.50 °C is below warning threshold.,HIGH,2026-09-11 11:16:31.251924
554,2026-06-08 00:03:20,2026-06-08 00:04:20,60,vib_x_rms,XGBoost,0.110796,0.1082739382982254,-0.0025220617017746,WARNING,MEDIUM,ELEVATED_VIBRATION,Predicted vibration 0.1083 exceeds warning threshold 0.10.,MODERATE,2026-09-11 11:16:31.252160
555,2026-06-08 00:03:20,2026-06-08 00:04:20,60,vib_y_rms,XGBoost,0.153815,0.1410191059112548,-0.0127958940887451,WARNING,MEDIUM,ELEVATED_VIBRATION,Predicted vibration 0.1410 exceeds warning threshold 0.10.,MODERATE,2026-09-11 11:16:31.252403
556,2026-06-08 00:03:20,2026-06-08 00:04:20,60,vib_z_rms,XGBoost,0.058236,0.0610936731100082,0.0028576731100082,NORMAL,INFO,NONE,Predicted vibration 0.0611 is below warning threshold.,MODERATE,2026-09-11 11:16:31.252706
557,2026-06-08 00:03:20,2026-06-08 00:04:20,60,mag_x,Ridge,372.918,231.42066082224164,-141.49733917775836,LOW_CONFIDENCE,INFO,MODEL_RELIABILITY_WARNING,Magnetic forecasting model has low predictive reliability based on walk-forward evaluation.,LOW,2026-09-11 11:16:31.252953
558,2026-06-08 00:03:20,2026-06-08 00:04:20,60,mag_y,Ridge,414.456,232.79279598923543,-181.66320401076456,LOW_CONFIDENCE,INFO,MODEL_RELIABILITY_WARNING,Magnetic forecasting model has low predictive reliability based on walk-forward evaluation.,LOW,2026-09-11 11:16:31.253486
559,2026-06-08 00:03:20,2026-06-08 00:04:20,60,mag_z,Ridge,403.662,237.3858888780499,-166.27611112195007,LOW_CONFIDENCE,INFO,MODEL_RELIABILITY_WARNING,Magnetic forecasting model has low predictive reliability based on walk-forward evaluation.,LOW,2026-09-11 11:16:31.253802
560,2026-06-08 00:03:20,2026-06-08 00:04:20,60,temperature,Persistence,45.49827759,45.49827759,0.0,NORMAL,INFO,NONE,Predicted temperature 45.50 °C is below warning threshold.,HIGH,2026-09-11 11:16:31.254112
561,2026-06-08 00:03:21,2026-06-08 00:04:21,60,vib_x_rms,XGBoost,0.110348,0.10576693713665,-0.0045810628633499,WARNING,MEDIUM,ELEVATED_VIBRATION,Predicted vibration 0.1058 exceeds warning threshold 0.10.,MODERATE,2026-09-11 11:16:31.254390
562,2026-06-08 00:03:21,2026-06-08 00:04:21,60,vib_y_rms,XGBoost,0.128802,0.1462727338075637,0.0174707338075637,WARNING,MEDIUM,ELEVATED_VIBRATION,Predicted vibration 0.1463 exceeds warning threshold 0.10.,MODERATE,2026-09-11 11:16:31.254658
563,2026-06-08 00:03:21,2026-06-08 00:04:21,60,vib_z_rms,XGBoost,0.057357,0.0608952082693576,0.0035382082693576,NORMAL,INFO,NONE,Predicted vibration 0.0609 is below warning threshold.,MODERATE,2026-09-11 11:16:31.254896
564,2026-06-08 00:03:21,2026-06-08 00:04:21,60,mag_x,Ridge,430.066,228.7539483724441,-201.31205162755583,LOW_CONFIDENCE,INFO,MODEL_RELIABILITY_WARNING,Magnetic forecasting model has low predictive reliability based on walk-forward evaluation.,LOW,2026-09-11 11:16:31.255126
565,2026-06-08 00:03:21,2026-06-08 00:04:21,60,mag_y,Ridge,256.522,236.6737688056728,-19.848231194327184,LOW_CONFIDENCE,INFO,MODEL_RELIABILITY_WARNING,Magnetic forecasting model has low predictive reliability based on walk-forward evaluation.,LOW,2026-09-11 11:16:31.255355
566,2026-06-08 00:03:21,2026-06-08 00:04:21,60,mag_z,Ridge,104.188,227.7965739650939,123.6085739650939,LOW_CONFIDENCE,INFO,MODEL_RELIABILITY_WARNING,Magnetic forecasting model has low predictive reliability based on walk-forward evaluation.,LOW,2026-09-11 11:16:31.255648
567,2026-06-08 00:03:21,2026-06-08 00:04:21,60,temperature,Persistence,45.49862207,45.49862207,0.0,NORMAL,INFO,NONE,Predicted temperature 45.50 °C is below warning threshold.,HIGH,2026-09-11 11:16:31.256106
568,2026-06-08 00:03:22,2026-06-08 00:04:22,60,vib_x_rms,XGBoost,0.106366,0.109189935028553,0.002823935028553,WARNING,MEDIUM,ELEVATED_VIBRATION,Predicted vibration 0.1092 exceeds warning threshold 0.10.,MODERATE,2026-09-11 11:16:31.256453
569,2026-06-08 00:03:22,2026-06-08 00:04:22,60,vib_y_rms,XGBoost,0.123781,0.1393337249755859,0.0155527249755859,WARNING,MEDIUM,ELEVATED_VIBRATION,Predicted vibration 0.1393 exceeds warning threshold 0.10.,MODERATE,2026-09-11 11:16:31.256778
570,2026-06-08 00:03:22,2026-06-08 00:04:22,60,vib_z_rms,XGBoost,0.06475,0.0613467469811439,-0.003403253018856,NORMAL,INFO,NONE,Predicted vibration 0.0613 is below warning threshold.,MODERATE,2026-09-11 11:16:31.257088
571,2026-06-08 00:03:22,2026-06-08 00:04:22,60,mag_x,Ridge,78.652,232.6265127620173,153.97451276201735,LOW_CONFIDENCE,INFO,MODEL_RELIABILITY_WARNING,Magnetic forecasting model has low predictive reliability based on walk-forward evaluation.,LOW,2026-09-11 11:16:31.257394
572,2026-06-08 00:03:22,2026-06-08 00:04:22,60,mag_y,Ridge,23.086,232.267532789376,209.18153278937604,LOW_CONFIDENCE,INFO,MODEL_RELIABILITY_WARNING,Magnetic forecasting model has low predictive reliability based on walk-forward evaluation.,LOW,2026-09-11 11:16:31.257672
573,2026-06-08 00:03:22,2026-06-08 00:04:22,60,mag_z,Ridge,328.846,233.5745403454956,-95.27145965450444,LOW_CONFIDENCE,INFO,MODEL_RELIABILITY_WARNING,Magnetic forecasting model has low predictive reliability based on walk-forward evaluation.,LOW,2026-09-11 11:16:31.257897
574,2026-06-08 00:03:22,2026-06-08 00:04:22,60,temperature,Persistence,45.49889766,45.49889766,0.0,NORMAL,INFO,NONE,Predicted temperature 45.50 °C is below warning threshold.,HIGH,2026-09-11 11:16:31.258113
575,2026-06-08 00:03:24,2026-06-08 00:04:24,60,vib_x_rms,XGBoost,0.122724,0.1057408303022384,-0.0169831696977615,WARNING,MEDIUM,ELEVATED_VIBRATION,Predicted vibration 0.1057 exceeds warning threshold 0.10.,MODERATE,2026-09-11 11:16:31.258340
576,2026-06-08 00:03:24,2026-06-08 00:04:24,60,vib_y_rms,XGBoost,0.121835,0.1402759253978729,0.0184409253978729,WARNING,MEDIUM,ELEVATED_VIBRATION,Predicted vibration 0.1403 exceeds warning threshold 0.10.,MODERATE,2026-09-11 11:16:31.258604
577,2026-06-08 00:03:24,2026-06-08 00:04:24,60,vib_z_rms,XGBoost,0.058962,0.0611431933939456,0.0021811933939456,NORMAL,INFO,NONE,Predicted vibration 0.0611 is below warning threshold.,MODERATE,2026-09-11 11:16:31.259214
578,2026-06-08 00:03:24,2026-06-08 00:04:24,60,mag_x,Ridge,386.792,224.50854933999076,-162.28345066000924,LOW_CONFIDENCE,INFO,MODEL_RELIABILITY_WARNING,Magnetic forecasting model has low predictive reliability based on walk-forward evaluation.,LOW,2026-09-11 11:16:31.259621
579,2026-06-08 00:03:24,2026-06-08 00:04:24,60,mag_y,Ridge,117.95,240.6390182642856,122.68901826428556,LOW_CONFIDENCE,INFO,MODEL_RELIABILITY_WARNING,Magnetic forecasting model has low predictive reliability based on walk-forward evaluation.,LOW,2026-09-11 11:16:31.259938
580,2026-06-08 00:03:24,2026-06-08 00:04:24,60,mag_z,Ridge,38.066,234.8672146777771,196.8012146777771,LOW_CONFIDENCE,INFO,MODEL_RELIABILITY_WARNING,Magnetic forecasting model has low predictive reliability based on walk-forward evaluation.,LOW,2026-09-11 11:16:31.260271
581,2026-06-08 00:03:24,2026-06-08 00:04:24,60,temperature,Persistence,45.49911813,45.49911813,0.0,NORMAL,INFO,NONE,Predicted temperature 45.50 °C is below warning threshold.,HIGH,2026-09-11 11:16:31.260571
582,2026-06-08 00:03:25,2026-06-08 00:04:25,60,vib_x_rms,XGBoost,0.113117,0.1059000492095947,-0.0072169507904052,WARNING,MEDIUM,ELEVATED_VIBRATION,Predicted vibration 0.1059 exceeds warning threshold 0.10.,MODERATE,2026-09-11 11:16:31.260852
583,2026-06-08 00:03:25,2026-06-08 00:04:25,60,vib_y_rms,XGBoost,0.121872,0.1391704827547073,0.0172984827547073,WARNING,MEDIUM,ELEVATED_VIBRATION,Predicted vibration 0.1392 exceeds warning threshold 0.10.,MODERATE,2026-09-11 11:16:31.261123
584,2026-06-08 00:03:25,2026-06-08 00:04:25,60,vib_z_rms,XGBoost,0.059468,0.0616360008716583,0.0021680008716583,NORMAL,INFO,NONE,Predicted vibration 0.0616 is below warning threshold.,MODERATE,2026-09-11 11:16:31.261367
585,2026-06-08 00:03:25,2026-06-08 00:04:25,60,mag_x,Ridge,448.63,228.69700312651523,-219.9329968734848,LOW_CONFIDENCE,INFO,MODEL_RELIABILITY_WARNING,Magnetic forecasting model has low predictive reliability based on walk-forward evaluation.,LOW,2026-09-11 11:16:31.261599
586,2026-06-08 00:03:25,2026-06-08 00:04:25,60,mag_y,Ridge,84.168,228.64149761328315,144.47349761328314,LOW_CONFIDENCE,INFO,MODEL_RELIABILITY_WARNING,Magnetic forecasting model has low predictive reliability based on walk-forward evaluation.,LOW,2026-09-11 11:16:31.261827
587,2026-06-08 00:03:25,2026-06-08 00:04:25,60,mag_z,Ridge,215.166,225.1817742791253,10.015774279125338,LOW_CONFIDENCE,INFO,MODEL_RELIABILITY_WARNING,Magnetic forecasting model has low predictive reliability based on walk-forward evaluation.,LOW,2026-09-11 11:16:31.262060
588,2026-06-08 00:03:25,2026-06-08 00:04:25,60,temperature,Persistence,45.4492945,45.4492945,0.0,NORMAL,INFO,NONE,Predicted temperature 45.45 °C is below warning threshold.,HIGH,2026-09-11 11:16:31.262324
589,2026-06-08 00:03:27,2026-06-08 00:04:27,60,vib_x_rms,XGBoost,0.103605,0.1041538566350936,0.0005488566350936,WARNING,MEDIUM,ELEVATED_VIBRATION,Predicted vibration 0.1042 exceeds warning threshold 0.10.,MODERATE,2026-09-11 11:16:31.262690
590,2026-06-08 00:03:27,2026-06-08 00:04:27,60,vib_y_rms,XGBoost,0.115004,0.1398841142654419,0.0248801142654419,WARNING,MEDIUM,ELEVATED_VIBRATION,Predicted vibration 0.1399 exceeds warning threshold 0.10.,MODERATE,2026-09-11 11:16:31.263202
591,2026-06-08 00:03:27,2026-06-08 00:04:27,60,vib_z_rms,XGBoost,0.054512,0.0620553866028785,0.0075433866028785,NORMAL,INFO,NONE,Predicted vibration 0.0621 is below warning threshold.,MODERATE,2026-09-11 11:16:31.263786
592,2026-06-08 00:03:27,2026-06-08 00:04:27,60,mag_x,Ridge,85.246,229.366021380529,144.120021380529,LOW_CONFIDENCE,INFO,MODEL_RELIABILITY_WARNING,Magnetic forecasting model has low predictive reliability based on walk-forward evaluation.,LOW,2026-09-11 11:16:31.264090
593,2026-06-08 00:03:27,2026-06-08 00:04:27,60,mag_y,Ridge,228.886,237.4335396535429,8.547539653542913,LOW_CONFIDENCE,INFO,MODEL_RELIABILITY_WARNING,Magnetic forecasting model has low predictive reliability based on walk-forward evaluation.,LOW,2026-09-11 11:16:31.264327
594,2026-06-08 00:03:27,2026-06-08 00:04:27,60,mag_z,Ridge,224.84,225.3569542988463,0.5169542988462865,LOW_CONFIDENCE,INFO,MODEL_RELIABILITY_WARNING,Magnetic forecasting model has low predictive reliability based on walk-forward evaluation.,LOW,2026-09-11 11:16:31.264549
595,2026-06-08 00:03:27,2026-06-08 00:04:27,60,temperature,Persistence,45.4594356,45.4594356,0.0,NORMAL,INFO,NONE,Predicted temperature 45.46 °C is below warning threshold.,HIGH,2026-09-11 11:16:31.264765
596,2026-06-08 00:03:28,2026-06-08 00:04:28,60,vib_x_rms,XGBoost,0.108069,0.1028635054826736,-0.0052054945173263,WARNING,MEDIUM,ELEVATED_VIBRATION,Predicted vibration 0.1029 exceeds warning threshold 0.10.,MODERATE,2026-09-11 11:16:31.264981
597,2026-06-08 00:03:28,2026-06-08 00:04:28,60,vib_y_rms,XGBoost,0.124097,0.1377198547124862,0.0136228547124862,WARNING,MEDIUM,ELEVATED_VIBRATION,Predicted vibration 0.1377 exceeds warning threshold 0.10.,MODERATE,2026-09-11 11:16:31.265213
598,2026-06-08 00:03:28,2026-06-08 00:04:28,60,vib_z_rms,XGBoost,0.068221,0.0612624026834964,-0.0069585973165035,NORMAL,INFO,NONE,Predicted vibration 0.0613 is below warning threshold.,MODERATE,2026-09-11 11:16:31.265618
599,2026-06-08 00:03:28,2026-06-08 00:04:28,60,mag_x,Ridge,307.37,218.74860530988295,-88.62139469011703,LOW_CONFIDENCE,INFO,MODEL_RELIABILITY_WARNING,Magnetic forecasting model has low predictive reliability based on walk-forward evaluation.,LOW,2026-09-11 11:16:31.266208
600,2026-06-08 00:03:28,2026-06-08 00:04:28,60,mag_y,Ridge,339.668,236.32501332485123,-103.34298667514878,LOW_CONFIDENCE,INFO,MODEL_RELIABILITY_WARNING,Magnetic forecasting model has low predictive reliability based on walk-forward evaluation.,LOW,2026-09-11 11:16:31.266560
601,2026-06-08 00:03:28,2026-06-08 00:04:28,60,mag_z,Ridge,366.968,225.3259520180992,-141.64204798190082,LOW_CONFIDENCE,INFO,MODEL_RELIABILITY_WARNING,Magnetic forecasting model has low predictive reliability based on walk-forward evaluation.,LOW,2026-09-11 11:16:31.266863
602,2026-06-08 00:03:28,2026-06-08 00:04:28,60,temperature,Persistence,45.46754848,45.46754848,0.0,NORMAL,INFO,NONE,Predicted temperature 45.47 °C is below warning threshold.,HIGH,2026-09-11 11:16:31.267155
603,2026-06-08 00:03:30,2026-06-08 00:04:30,60,vib_x_rms,XGBoost,0.09079,0.1049869135022163,0.0141969135022163,WARNING,MEDIUM,ELEVATED_VIBRATION,Predicted vibration 0.1050 exceeds warning threshold 0.10.,MODERATE,2026-09-11 11:16:31.267427
604,2026-06-08 00:03:30,2026-06-08 00:04:30,60,vib_y_rms,XGBoost,0.14979,0.139611929655075,-0.0101780703449249,WARNING,MEDIUM,ELEVATED_VIBRATION,Predicted vibration 0.1396 exceeds warning threshold 0.10.,MODERATE,2026-09-11 11:16:31.267687
605,2026-06-08 00:03:30,2026-06-08 00:04:30,60,vib_z_rms,XGBoost,0.053652,0.0619964711368083,0.0083444711368083,NORMAL,INFO,NONE,Predicted vibration 0.0620 is below warning threshold.,MODERATE,2026-09-11 11:16:31.267941
606,2026-06-08 00:03:30,2026-06-08 00:04:30,60,mag_x,Ridge,221.312,226.08760304616067,4.775603046160654,LOW_CONFIDENCE,INFO,MODEL_RELIABILITY_WARNING,Magnetic forecasting model has low predictive reliability based on walk-forward evaluation.,LOW,2026-09-11 11:16:31.268210
607,2026-06-08 00:03:30,2026-06-08 00:04:30,60,mag_y,Ridge,273.322,237.5472325213381,-35.774767478661914,LOW_CONFIDENCE,INFO,MODEL_RELIABILITY_WARNING,Magnetic forecasting model has low predictive reliability based on walk-forward evaluation.,LOW,2026-09-11 11:16:31.268510
608,2026-06-08 00:03:30,2026-06-08 00:04:30,60,mag_z,Ridge,190.54,230.1095132561462,39.5695132561462,LOW_CONFIDENCE,INFO,MODEL_RELIABILITY_WARNING,Magnetic forecasting model has low predictive reliability based on walk-forward evaluation.,LOW,2026-09-11 11:16:31.268846
609,2026-06-08 00:03:30,2026-06-08 00:04:30,60,temperature,Persistence,45.47403878,45.47403878,0.0,NORMAL,INFO,NONE,Predicted temperature 45.47 °C is below warning threshold.,HIGH,2026-09-11 11:16:31.269390
610,2026-06-08 00:03:31,2026-06-08 00:04:31,60,vib_x_rms,XGBoost,0.120768,0.104201003909111,-0.0165669960908889,WARNING,MEDIUM,ELEVATED_VIBRATION,Predicted vibration 0.1042 exceeds warning threshold 0.10.,MODERATE,2026-09-11 11:16:31.269786
611,2026-06-08 00:03:31,2026-06-08 00:04:31,60,vib_y_rms,XGBoost,0.13839,0.1416225880384445,0.0032325880384445,WARNING,MEDIUM,ELEVATED_VIBRATION,Predicted vibration 0.1416 exceeds warning threshold 0.10.,MODERATE,2026-09-11 11:16:31.270316
612,2026-06-08 00:03:31,2026-06-08 00:04:31,60,vib_z_rms,XGBoost,0.066991,0.0633619651198387,-0.0036290348801612,NORMAL,INFO,NONE,Predicted vibration 0.0634 is below warning threshold.,MODERATE,2026-09-11 11:16:31.270623
613,2026-06-08 00:03:31,2026-06-08 00:04:31,60,mag_x,Ridge,115.878,225.3197226178312,109.44172261783116,LOW_CONFIDENCE,INFO,MODEL_RELIABILITY_WARNING,Magnetic forecasting model has low predictive reliability based on walk-forward evaluation.,LOW,2026-09-11 11:16:31.270855
614,2026-06-08 00:03:31,2026-06-08 00:04:31,60,mag_y,Ridge,180.726,231.68726818629852,50.96126818629856,LOW_CONFIDENCE,INFO,MODEL_RELIABILITY_WARNING,Magnetic forecasting model has low predictive reliability based on walk-forward evaluation.,LOW,2026-09-11 11:16:31.271069
615,2026-06-08 00:03:31,2026-06-08 00:04:31,60,mag_z,Ridge,141.498,224.07381200687357,82.57581200687355,LOW_CONFIDENCE,INFO,MODEL_RELIABILITY_WARNING,Magnetic forecasting model has low predictive reliability based on walk-forward evaluation.,LOW,2026-09-11 11:16:31.271288
616,2026-06-08 00:03:31,2026-06-08 00:04:31,60,temperature,Persistence,45.42923103,45.42923103,0.0,NORMAL,INFO,NONE,Predicted temperature 45.43 °C is below warning threshold.,HIGH,2026-09-11 11:16:31.271508
617,2026-06-08 00:03:33,2026-06-08 00:04:33,60,vib_x_rms,XGBoost,0.128069,0.10194131731987,-0.0261276826801299,WARNING,MEDIUM,ELEVATED_VIBRATION,Predicted vibration 0.1019 exceeds warning threshold 0.10.,MODERATE,2026-09-11 11:16:31.271734
618,2026-06-08 00:03:33,2026-06-08 00:04:33,60,vib_y_rms,XGBoost,0.129129,0.1373694539070129,0.0082404539070129,WARNING,MEDIUM,ELEVATED_VIBRATION,Predicted vibration 0.1374 exceeds warning threshold 0.10.,MODERATE,2026-09-11 11:16:31.271955
619,2026-06-08 00:03:33,2026-06-08 00:04:33,60,vib_z_rms,XGBoost,0.070776,0.0601453706622123,-0.0106306293377876,NORMAL,INFO,NONE,Predicted vibration 0.0601 is below warning threshold.,MODERATE,2026-09-11 11:16:31.272305
620,2026-06-08 00:03:33,2026-06-08 00:04:33,60,mag_x,Ridge,396.158,223.73480317641187,-172.42319682358814,LOW_CONFIDENCE,INFO,MODEL_RELIABILITY_WARNING,Magnetic forecasting model has low predictive reliability based on walk-forward evaluation.,LOW,2026-09-11 11:16:31.272572
621,2026-06-08 00:03:33,2026-06-08 00:04:33,60,mag_y,Ridge,420.154,238.9574259388645,-181.1965740611355,LOW_CONFIDENCE,INFO,MODEL_RELIABILITY_WARNING,Magnetic forecasting model has low predictive reliability based on walk-forward evaluation.,LOW,2026-09-11 11:16:31.272817
622,2026-06-08 00:03:33,2026-06-08 00:04:33,60,mag_z,Ridge,19.222,223.232955095522,204.010955095522,LOW_CONFIDENCE,INFO,MODEL_RELIABILITY_WARNING,Magnetic forecasting model has low predictive reliability based on walk-forward evaluation.,LOW,2026-09-11 11:16:31.273115
623,2026-06-08 00:03:33,2026-06-08 00:04:33,60,temperature,Persistence,45.44338482,45.44338482,0.0,NORMAL,INFO,NONE,Predicted temperature 45.44 °C is below warning threshold.,HIGH,2026-09-11 11:16:31.273406
624,2026-06-08 00:03:34,2026-06-08 00:04:34,60,vib_x_rms,XGBoost,0.113553,0.1036261692643165,-0.0099268307356834,WARNING,MEDIUM,ELEVATED_VIBRATION,Predicted vibration 0.1036 exceeds warning threshold 0.10.,MODERATE,2026-09-11 11:16:31.273701
625,2026-06-08 00:03:34,2026-06-08 00:04:34,60,vib_y_rms,XGBoost,0.133197,0.1388304829597473,0.0056334829597473,WARNING,MEDIUM,ELEVATED_VIBRATION,Predicted vibration 0.1388 exceeds warning threshold 0.10.,MODERATE,2026-09-11 11:16:31.273994
626,2026-06-08 00:03:34,2026-06-08 00:04:34,60,vib_z_rms,XGBoost,0.063865,0.0589751712977886,-0.0048898287022113,NORMAL,INFO,NONE,Predicted vibration 0.0590 is below warning threshold.,MODERATE,2026-09-11 11:16:31.274295
627,2026-06-08 00:03:34,2026-06-08 00:04:34,60,mag_x,Ridge,348.054,229.7462610002789,-118.30773899972104,LOW_CONFIDENCE,INFO,MODEL_RELIABILITY_WARNING,Magnetic forecasting model has low predictive reliability based on walk-forward evaluation.,LOW,2026-09-11 11:16:31.274573
628,2026-06-08 00:03:34,2026-06-08 00:04:34,60,mag_y,Ridge,382.634,232.62414679026884,-150.00985320973118,LOW_CONFIDENCE,INFO,MODEL_RELIABILITY_WARNING,Magnetic forecasting model has low predictive reliability based on walk-forward evaluation.,LOW,2026-09-11 11:16:31.274830
629,2026-06-08 00:03:34,2026-06-08 00:04:34,60,mag_z,Ridge,309.274,233.17246549228065,-76.10153450771935,LOW_CONFIDENCE,INFO,MODEL_RELIABILITY_WARNING,Magnetic forecasting model has low predictive reliability based on walk-forward evaluation.,LOW,2026-09-11 11:16:31.275075
630,2026-06-08 00:03:34,2026-06-08 00:04:34,60,temperature,Persistence,45.45470786,45.45470786,0.0,NORMAL,INFO,NONE,Predicted temperature 45.45 °C is below warning threshold.,HIGH,2026-09-11 11:16:31.275681
631,2026-06-08 00:03:35,2026-06-08 00:04:35,60,vib_x_rms,XGBoost,0.115575,0.1032044440507888,-0.0123705559492111,WARNING,MEDIUM,ELEVATED_VIBRATION,Predicted vibration 0.1032 exceeds warning threshold 0.10.,MODERATE,2026-09-11 11:16:31.276025
632,2026-06-08 00:03:35,2026-06-08 00:04:35,60,vib_y_rms,XGBoost,0.148935,0.1401154994964599,-0.00881950050354,WARNING,MEDIUM,ELEVATED_VIBRATION,Predicted vibration 0.1401 exceeds warning threshold 0.10.,MODERATE,2026-09-11 11:16:31.276295
633,2026-06-08 00:03:35,2026-06-08 00:04:35,60,vib_z_rms,XGBoost,0.06791,0.0595812872052192,-0.0083287127947807,NORMAL,INFO,NONE,Predicted vibration 0.0596 is below warning threshold.,MODERATE,2026-09-11 11:16:31.276846
634,2026-06-08 00:03:35,2026-06-08 00:04:35,60,mag_x,Ridge,261.016,229.3770719312953,-31.63892806870473,LOW_CONFIDENCE,INFO,MODEL_RELIABILITY_WARNING,Magnetic forecasting model has low predictive reliability based on walk-forward evaluation.,LOW,2026-09-11 11:16:31.277256
635,2026-06-08 00:03:35,2026-06-08 00:04:35,60,mag_y,Ridge,54.768,221.7824687725034,167.0144687725034,LOW_CONFIDENCE,INFO,MODEL_RELIABILITY_WARNING,Magnetic forecasting model has low predictive reliability based on walk-forward evaluation.,LOW,2026-09-11 11:16:31.277607
636,2026-06-08 00:03:35,2026-06-08 00:04:35,60,mag_z,Ridge,83.118,230.44477999915213,147.32677999915214,LOW_CONFIDENCE,INFO,MODEL_RELIABILITY_WARNING,Magnetic forecasting model has low predictive reliability based on walk-forward evaluation.,LOW,2026-09-11 11:16:31.277878
637,2026-06-08 00:03:35,2026-06-08 00:04:35,60,temperature,Persistence,45.46376629,45.46376629,0.0,NORMAL,INFO,NONE,Predicted temperature 45.46 °C is below warning threshold.,HIGH,2026-09-11 11:16:31.278128
638,2026-06-08 00:03:37,2026-06-08 00:04:37,60,vib_x_rms,XGBoost,0.111316,0.1058937087655067,-0.0054222912344932,WARNING,MEDIUM,ELEVATED_VIBRATION,Predicted vibration 0.1059 exceeds warning threshold 0.10.,MODERATE,2026-09-11 11:16:31.278348
639,2026-06-08 00:03:37,2026-06-08 00:04:37,60,vib_y_rms,XGBoost,0.171592,0.1438432335853576,-0.0277487664146423,WARNING,MEDIUM,ELEVATED_VIBRATION,Predicted vibration 0.1438 exceeds warning threshold 0.10.,MODERATE,2026-09-11 11:16:31.278571
