column,q1,q3,iqr,lower_bound,upper_bound,outlier_count,outlier_percentage
vib_x_rms,0.01576125,0.02544575,0.009684499999999999,0.001234500000000003,0.039972499999999994,13554,22.883673813945634
vib_y_rms,0.014012,0.0321,0.018087999999999996,-0.013119999999999996,0.05923199999999999,13350,22.539253756542294
vib_z_rms,0.016365,0.02081775,0.004452749999999998,0.009685875000000004,0.027496874999999997,13466,22.735100455850077
mag_x,115.15,344.246,229.09599999999998,-228.49399999999994,687.8899999999999,0,0.0
mag_y,115.08,345.016,229.93600000000004,-229.82400000000007,689.9200000000001,0,0.0
mag_z,115.22,343.1785,227.9585,-226.71775,685.11625,0,0.0
temperature,43.2077118375,46.5022013,3.294489462500003,38.26597764374999,51.443935493750004,0,0.0
