sensor,MAE,RMSE,R2,sMAPE_percent,model
vib_x_rms,0.019590705010803445,0.03698341293248095,-0.23696085089744923,5.262427579504368,Persistence
vib_y_rms,0.01696307482007815,0.041280844185465085,-0.07651464071444325,3.9890161066443732,Persistence
vib_z_rms,0.028462640342224482,0.04337538719166978,-0.3132396554703294,10.327105894076045,Persistence
mag_x,1.170381941786884,1.432206319498344,-1.000510987895383,138.39985542461494,Persistence
mag_y,1.1512853403104513,1.4080336390212314,-1.0114196445272174,139.28661478223052,Persistence
mag_z,1.1542206924550367,1.4125257658695276,-1.0263593009402707,139.43618395449167,Persistence
temperature,0.004384488881039782,0.010349746317799809,0.9990578208466832,0.1453465898685218,Persistence
