sensor,MAE,RMSE,R2,sMAPE_percent,model
vib_x_rms,0.023937209317501706,0.42711146058359445,-163.97739102594858,4.650888614889123,XGBoost
vib_y_rms,0.01547317710644914,0.08203447715484641,-3.2512400619011865,3.5536752409824692,XGBoost
vib_z_rms,0.03260643250686951,0.4510330232247722,-140.99529059153835,8.776490815251153,XGBoost
mag_x,0.8831408531963713,1.0192933126604464,-0.013276847640393497,174.22744901485154,XGBoost
mag_y,0.8654453474708922,1.0025613402764466,-0.019761317276146828,173.36803653183705,XGBoost
mag_z,0.8607791934034711,1.001043854894542,-0.017723739548805018,174.3451580877751,XGBoost
temperature,0.817583620304964,0.879974976692371,-5.811060312582035,28.15509143982602,XGBoost
