ts,segment_id,previous_regime,vibration_regime,vibration_energy_mean_5min
2026-06-08 23:05:30,1,Low,Normal,0.027602428101886962
2026-06-08 23:05:49,1,Normal,Low,0.02759382908772297
2026-06-08 23:05:52,1,Low,Normal,0.02760436054396528
2026-06-08 23:05:53,1,Normal,Low,0.02759522382060773
2026-06-08 23:44:33,1,Low,Normal,0.02760135160689471
2026-06-08 23:44:35,1,Normal,Low,0.027594314243066746
2026-06-08 23:50:51,1,Low,Normal,0.027597084102926345
2026-06-08 23:50:53,1,Normal,Low,0.027594206217949186
2026-06-08 23:52:26,1,Low,Normal,0.02759691394680358
2026-06-08 23:52:40,1,Normal,Low,0.027586248410932004
