sensor,MAE,RMSE,R2,sMAPE_percent,model
vib_x_rms,0.0016838824460937592,0.002751339754033296,-0.3162577112305771,9.740258230113156,LSTM
vib_y_rms,0.0045527338198134825,0.005382787778946622,-1.7483654959435704,26.934808640466347,LSTM
vib_z_rms,0.001198951010602841,0.0018676525404357372,-0.031380240677186144,6.954624033858327,LSTM
mag_x,116.17994254841015,133.8580311394242,-0.0031409209667394578,57.796469261495545,LSTM
mag_y,114.01457989145568,131.8330004470765,-9.673820103950348e-05,56.67014063829065,LSTM
mag_z,113.35493202987982,131.54245185541876,-9.829192798105346e-05,57.45695989272406,LSTM
temperature,0.06867735164235779,0.07781971551034962,0.9592018232441017,0.1626462174657522,LSTM
