sensor,ridge_baseline_RMSE,ridge_regime_RMSE,ridge_improvement_percent,xgb_baseline_RMSE,xgb_regime_RMSE,xgb_improvement_percent
vib_x_rms,0.08877108122684392,0.0896731589559281,-1.0161842309648463,0.07972178785258557,0.07674785808599237,3.7303851891685267
vib_y_rms,0.10880263098261869,0.11085127347646448,-1.8828979366988463,0.10084016982089451,0.09495401413521544,5.837114015311224
vib_z_rms,0.035106817702878566,0.03606195273671295,-2.7206539821354037,0.03165782528218501,0.029864445183502744,5.664887220448041
mag_x,132.86486859444193,132.99971369898887,-0.10149041351069477,132.899704360202,132.92343572607456,-0.017856597941128545
mag_y,133.68261035093886,134.32391039473166,-0.47971837332415795,134.0979918618594,134.13821936074868,-0.02999858411802759
mag_z,131.64990346820792,131.77360918068618,-0.09396566895936151,132.75502069787007,134.36247294498466,-1.2108410202977613
temperature,0.20091609196601604,0.20541413233918726,-2.238765610637124,0.5837720939097658,0.5815283396907861,0.38435448394806776
