sensor,error_99th_percentile,extreme_error_count,extreme_error_percent,maximum_absolute_error
vib_x_rms,0.05076408700000001,63,1.0027057138309725,0.056365620000000005
vib_y_rms,0.0725732208,63,1.0027057138309725,0.151366568
vib_z_rms,0.02484097752,63,1.0027057138309725,0.046778754000000006
mag_x,231.24501404027498,63,1.0027057138309725,247.82582991544606
mag_y,230.69981024809306,63,1.0027057138309725,244.45116246086374
mag_z,231.27728636929285,63,1.0027057138309725,247.475543619172
temperature,0.5151393908000013,63,1.0027057138309725,0.9960880300000028
