sensor,best_model,best_RMSE,best_MAE,best_R2,persistence_RMSE,improvement_vs_persistence_percent
vib_x_rms,Persistence,0.0026674211185178133,0.0014149890654943072,-0.23667901636794797,0.0026674211185178133,0.0
vib_y_rms,Ridge_Multivariate,0.003099156962122288,0.001336944538235613,0.12039933208368858,0.0034436176282554055,10.002872075771867
vib_z_rms,Persistence,0.0021051406356655984,0.0013827647390373126,-0.31279004055300264,0.0021051406356655984,0.0
mag_x,Ridge_Multivariate,133.60410751014848,115.9967578325201,0.00020685569225187272,188.94360303310822,29.288896069830265
mag_y,Ridge_Multivariate,131.87923882005765,114.07583678151501,-0.001959215146345672,186.89341729971625,29.43612422230674
mag_z,Ridge_Multivariate,131.63584872266296,113.42624197793688,-0.0032778413930860673,187.10752362952456,29.646950497135688
temperature,Persistence,0.011792394793168171,0.004984469139894009,0.9990589791316974,0.011792394793168171,0.0
