sensor,selected_model,mean_mae,mean_rmse,rmse_std,mean_r2,r2_std,folds
vib_x_rms,XGBoost,0.0192503299293599,0.0365002218888322,0.0314727464092618,-8.375215461029214,16.493671299452622,5
vib_y_rms,XGBoost,0.0249736086731451,0.0465639183533061,0.0381995479681772,-7.574727962776895,14.764049672322516,5
vib_z_rms,XGBoost,0.0082761144407876,0.0153055377179442,0.0115445383073045,-2.6136714966897685,4.212186426664816,5
mag_x,Ridge,114.77664885397895,132.4988044583088,0.9957805570659616,-0.0020382993701131,0.0007270195792116,5
mag_y,Ridge,114.55468800475084,132.38728132349746,1.089498604864989,-0.0033328035104026,0.0031104202817462,5
mag_z,Ridge,113.91166370516024,131.70231842984123,0.559923823556799,-0.0015230785867028,0.0019719670823941,5
temperature,Persistence,0.1247795591918091,0.1894856139755565,0.0830861733417011,0.8170880960750979,0.1713764786732808,5
