sensor,mean_error,mean_absolute_error,rmse,error_std,error_min,error_max,error_q50,error_q90,error_q95,error_q99
vib_x_rms,-0.005504681257408881,0.006012191539025944,0.011008756935511612,0.00953444712790788,-0.056365620000000005,0.05011202599999999,-0.003224648000000002,-0.0008022359999999988,9.358649999999988e-05,0.008786976214000009
vib_y_rms,-0.006507735924107911,0.007754380230276938,0.015926839821078398,0.014537786550160725,-0.08043168,0.151366568,-0.0027836219999999995,0.000367841199999998,0.0013804363999999998,0.019404509940000023
vib_z_rms,-0.0020511601428457745,0.002792718021088652,0.005427036490841146,0.005024886649500265,-0.033316163,0.046778754000000006,-0.0010506810000000012,0.0012012315999999975,0.0019452804999999934,0.004311466320000006
mag_x,-3.478290608987425,116.07727714944588,133.5864974616722,133.55183482281365,-247.82582991544606,232.81218869917151,-1.5563024377717056,180.19472458665638,201.81119644065657,220.22682498452653
mag_y,6.469829529856223,113.10726564394042,131.17152980124177,131.0223027002772,-237.77379236442385,244.45116246086374,8.4486410173553,186.69683913734065,208.7972685763433,229.6565415955289
mag_z,0.5753434552499201,113.81142192150344,131.95995203314146,131.96920028559222,-239.94619783290608,247.475543619172,-1.4323629896587136,184.1931551318714,210.1780917878342,230.84898682750028
temperature,-0.012174972755053304,0.07277441141811232,0.14823373301080134,0.1477446576167825,-0.4998550799999961,0.9960880300000028,0.0,0.07901216400000238,0.22394686600000424,0.5151393908000013
